id,host_neighbourhood,price,accommodates,room_type,host_id,host_name,host_since,host_location,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,city,state,zipcode,country_code,country,is_location_exact,property_type,accommodates,bathrooms,bedrooms,beds,bed_type,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,license,jurisdiction_names,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month
7750477,North Beacon Hill,195,9,Entire home/apt,40746071,Darrin,06-08-2015,Seattle,1,1,f,North Beacon Hill,1,1,t,t,Seattle,WA,98144,US,United States,t,House,9,2.5,3,6,Real Bed,0,195,1300,0,200,80,1,0,2,1125,t,14,34,49,293,42373,1,26-12-2015,26-12-2015,100,10,10,8,8,10,10,f,0,WASHINGTON,t,moderate,f,f,1,1
7938941,North Beacon Hill,150,4,Entire home/apt,1007123,Ellen,22-08-2011,Seattle,1,1,f,North Beacon Hill,1,1,t,t,Seattle,WA,98144,US,United States,t,House,4,2,2,2,Real Bed,0,150,0,0,0,0,1,0,2,1125,t,30,60,89,364,42373,0,00-01-1900,00-01-1900,0,0,0,0,0,0,0,f,0,WASHINGTON,f,flexible,f,f,1,0
2721575,Columbia City,95,2,Entire home/apt,6985440,Debbie,18-06-2013,Seattle,0.9,1,t,Columbia City,1,1,t,t,Seattle,WA,98118,US,United States,t,Apartment,2,1,1,1,Real Bed,0,95,595,0,100,35,2,0,2,1125,t,21,42,72,340,42373,77,12-05-2014,28-12-2015,97,10,10,10,10,9,10,f,0,WASHINGTON,t,strict,f,f,1,3.83
1738425,North Beacon Hill,72,2,Private room,236709,Mandy,16-09-2010,Seattle,1,1,t,North Beacon Hill,2,2,t,t,Seattle,WA,98108,US,United States,t,House,2,1.5,1,1,Real Bed,0,72,329,1199,0,15,1,25,1,1125,t,24,54,84,359,42373,46,28-11-2013,02-11-2015,97,9,10,10,10,9,10,f,0,WASHINGTON,f,moderate,f,f,2,1.8
2471659,Columbia City,100,2,Entire home/apt,2824920,Gerrit & Ann,04-07-2012,US,1,1,f,Columbia City,1,1,t,f,Seattle,WA,98118,US,United States,t,House,2,1,1,1,Real Bed,0,100,600,0,100,35,1,0,2,29,t,30,60,87,350,42373,80,11-08-2014,29-12-2015,96,10,10,10,10,9,9,f,0,WASHINGTON,f,moderate,f,f,1,4.69
6078382,Columbia City,55,2,Private room,8373933,Debby,25-08-2013,Seattle,1,1,t,Columbia City,1,1,t,t,Seattle,WA,98108,US,United States,t,House,2,1,1,1,Futon,0,55,0,2700,0,0,1,10,2,5,t,30,60,90,365,42373,17,09-06-2015,19-10-2015,99,10,10,10,10,9,10,f,0,WASHINGTON,f,moderate,f,f,1,2.43
7585688,North Beacon Hill,65,3,Private room,16838013,Erik,16-06-2014,Seattle,1,1,f,North Beacon Hill,2,2,t,t,Seattle,WA,98144,US,United States,t,Apartment,3,1,1,1,Real Bed,0,65,375,1350,0,0,1,0,1,1125,t,0,2,4,279,42373,22,30-07-2015,20-12-2015,91,9,9,10,10,9,9,f,0,WASHINGTON,f,moderate,f,f,2,4.15
3120652,Columbia City,124,5,Entire home/apt,9582031,Carolyn,22-10-2013,Seattle,0.8,1,f,Columbia City,1,1,t,t,Seattle,WA,98118,US,United States,t,House,5,1,2,2,Real Bed,0,124,0,0,100,75,2,10,1,1000,t,30,60,89,89,42373,45,10-07-2014,09-10-2015,91,9,9,10,10,9,9,f,0,WASHINGTON,f,strict,f,f,1,2.48
4922836,Columbia City,70,2,Private room,11775,Andrew,30-03-2009,Seattle,1,1,f,Columbia City,1,1,t,t,Seattle,WA,98108,US,United States,t,House,2,1,1,1,Real Bed,0,70,440,0,0,10,2,10,2,1125,t,30,60,90,365,42373,32,22-03-2015,09-12-2015,95,10,10,10,10,9,10,f,0,WASHINGTON,f,moderate,f,f,1,3.32
1433440,Columbia City,65,2,Private room,7703876,Susan,24-07-2013,Seattle,0.86,1,f,Columbia City,1,1,t,t,Seattle,WA,98108,US,United States,t,House,2,1,1,1,Real Bed,0,65,330,900,200,25,1,5,2,1125,t,0,5,35,223,42373,14,18-02-2014,03-11-2015,88,10,10,9,9,9,9,f,0,WASHINGTON,f,moderate,f,f,1,0.61
2980762,Columbia City,65,2,Private room,15204387,Kim,07-05-2014,Seattle,0,0,f,Columbia City,1,1,t,t,Seattle,WA,98118,US,United States,t,House,2,1,1,1,Real Bed,0,65,475,1350,0,25,2,0,2,35,t,30,60,89,89,42373,22,22-07-2014,01-09-2015,92,9,9,10,10,8,9,f,0,WASHINGTON,f,strict,f,f,1,1.24
1733747,North Beacon Hill,72,2,Private room,236709,Mandy,16-09-2010,Seattle,1,1,t,North Beacon Hill,2,2,t,t,Seattle,WA,98108,US,United States,t,House,2,1.5,1,1,Real Bed,0,72,327,1199,0,15,1,25,1,1125,t,24,54,84,359,42373,41,01-12-2013,21-10-2015,97,9,10,10,10,9,10,f,0,WASHINGTON,f,moderate,f,f,2,1.61
1455269,Columbia City,115,6,Entire home/apt,7804761,Yvonne,29-07-2013,Seattle,1,1,t,Columbia City,1,1,t,t,Seattle,WA,98118,US,United States,t,House,6,1,3,4,Real Bed,0,115,725,0,200,25,4,20,2,13,t,0,18,48,78,42373,88,11-08-2013,02-11-2015,97,10,10,10,10,9,10,f,0,WASHINGTON,f,strict,f,f,1,3.01
1457330,Columbia City,220,6,Entire home/apt,2613169,Annie,12-06-2012,Seattle,0,0,f,Columbia City,1,1,t,t,Seattle,WA,98108,US,United States,t,House,6,2,3,3,Real Bed,0,220,0,0,150,90,4,25,2,7,t,0,0,0,118,42373,4,08-07-2014,31-08-2015,95,9,10,10,10,9,10,f,0,WASHINGTON,f,strict,f,f,1,0.22
7420488,Columbia City,45,1,Private room,1119024,Marin,06-09-2011,Seattle,1,1,t,Columbia City,3,3,t,t,Seattle,WA,98118,US,United States,t,House,1,1,1,1,Real Bed,0,45,250,900,150,25,1,0,1,1125,t,16,45,75,265,42373,8,03-08-2015,20-12-2015,100,10,9,10,10,8,10,f,0,WASHINGTON,f,flexible,f,f,1,1.55
8902887,Columbia City,90,3,Entire home/apt,2074144,Julie & George,05-04-2012,Seattle,1,1,f,Columbia City,1,1,t,t,Seattle,WA,98118,US,United States,t,House,3,1,1,1,Real Bed,0,90,550,0,0,25,1,0,1,1125,t,12,42,72,268,42373,6,31-10-2015,01-01-2016,97,10,10,10,10,9,10,f,0,WASHINGTON,f,flexible,f,f,1,2.73
5175464,Columbia City,90,2,Entire home/apt,1135188,Samantha,09-09-2011,Seattle,1,1,f,Columbia City,1,1,t,t,Seattle,WA,98118,US,United States,t,Apartment,2,1,0,1,Real Bed,0,90,550,1500,100,20,0,0,2,1125,t,25,50,80,354,42373,16,01-02-2015,16-11-2015,86,9,9,10,10,9,9,f,0,WASHINGTON,t,strict,f,f,1,1.42
7411863,North Beacon Hill,25,1,Private room,15984289,Julian,26-05-2014,Seattle,1,1,f,North Beacon Hill,5,5,t,t,Seattle,WA,98108,US,United States,t,House,1,2.5,1,1,Real Bed,0,25,0,0,0,10,0,0,1,1125,t,4,19,41,312,42373,40,03-08-2015,02-01-2016,92,9,10,10,9,9,9,f,0,WASHINGTON,f,moderate,f,f,5,7.74
2856806,Columbia City,175,6,Entire home/apt,14604736,Nat,22-04-2014,Seattle,0,0,f,Columbia City,1,1,t,f,Seattle,WA,98118,US,United States,t,House,6,2.5,3,2,Real Bed,0,175,1050,0,0,0,1,0,1,1125,t,28,58,88,209,42373,3,20-05-2014,12-10-2014,93,10,7,10,10,9,9,f,0,WASHINGTON,f,moderate,f,f,1,0.15
693956,0,150,6,Entire home/apt,3550436,Kerri,12-09-2012,Seattle,0,0,f,0,1,1,t,f,Seattle,WA,98108,US,United States,t,House,6,2.5,3,2,Real Bed,1400,150,900,0,0,0,1,0,7,30,t,0,0,0,16,42373,1,28-11-2012,28-11-2012,97,10,10,10,10,8,10,f,0,WASHINGTON,f,moderate,f,f,1,0.03
5682316,Columbia City,85,3,Entire home/apt,4610250,Elyse And Earl,06-01-2013,Seattle,1,1,t,Columbia City,1,1,t,t,Seattle,WA,98118,US,United States,t,Cabin,3,1,1,2,Real Bed,0,85,700,0,150,50,2,10,1,1125,t,28,58,87,87,42373,36,30-04-2015,28-11-2015,98,10,10,10,10,9,10,f,0,WASHINGTON,f,strict,f,f,1,4.32
8597800,0,49,4,Private room,10657225,Joan,16-12-2013,Seattle,1,1,f,0,1,1,t,t,Seattle,WA,98118,US,United States,f,House,4,1.5,1,2,Real Bed,0,49,0,0,0,10,2,10,1,1125,t,9,21,21,21,42373,3,04-10-2015,06-12-2015,100,9,10,10,10,9,10,f,0,WASHINGTON,f,flexible,f,f,1,0.97
4707171,Columbia City,110,7,Entire home/apt,3381100,Josh,26-08-2012,Seattle,0.9,1,f,Columbia City,1,1,t,t,Seattle,WA,98118,US,United States,t,Apartment,7,1,2,3,Real Bed,0,110,650,2400,0,60,4,10,2,1125,t,22,52,82,312,42373,53,06-01-2015,29-12-2015,92,10,9,10,10,10,10,f,0,WASHINGTON,f,flexible,f,f,1,4.37
9138392,Columbia City,59,4,Entire home/apt,47593725,Kelly,27-10-2015,Seattle,0.7,1,f,Columbia City,2,2,t,t,Seattle,WA,98118,US,United States,t,House,4,1,2,2,Real Bed,0,59,500,1400,250,25,2,30,1,1125,t,3,3,3,45,42373,0,00-01-1900,00-01-1900,0,0,0,0,0,0,0,f,0,WASHINGTON,f,flexible,f,f,2,0
7417852,Columbia City,65,2,Private room,1119024,Marin,06-09-2011,Seattle,1,1,t,Columbia City,3,3,t,t,Seattle,WA,98118,US,United States,t,House,2,1,1,1,Real Bed,0,65,320,1250,150,25,1,10,1,1125,t,30,60,90,362,42373,11,12-08-2015,18-11-2015,96,10,10,10,10,9,9,f,0,WASHINGTON,f,moderate,f,f,1,2.26
9597947,0,70,2,Private room,9447483,Bo And Shaina,15-10-2013,Seattle,0,0,f,0,1,1,t,t,Seattle,WA,98118,US,United States,f,Apartment,2,2,1,1,Real Bed,0,70,0,0,0,0,1,0,1,1125,t,30,60,90,365,42373,0,00-01-1900,00-01-1900,0,0,0,0,0,0,0,f,0,WASHINGTON,f,moderate,f,f,1,0
7262142,Columbia City,65,2,Entire home/apt,32134569,Kathleen,28-04-2015,Seattle,1,1,t,Columbia City,1,1,t,t,Seattle,WA,98118,US,United States,t,Apartment,2,1,1,1,Real Bed,0,65,425,1550,250,40,1,0,2,1125,t,22,52,82,354,42373,27,29-08-2015,27-12-2015,99,9,10,10,10,9,10,f,0,WASHINGTON,f,moderate,f,f,1,6.28
7615170,Columbia City,85,2,Private room,6092148,Christo,25-04-2013,Seattle,1,1,f,Columbia City,1,1,t,t,Seattle,WA,98118,US,United States,t,Loft,2,1,1,1,Real Bed,0,85,600,2400,250,85,1,0,4,1125,t,30,60,90,179,42373,2,13-10-2015,30-12-2015,100,10,10,10,10,10,10,f,0,WASHINGTON,f,flexible,f,f,1,0.71
609610,Columbia City,90,2,Entire home/apt,3022709,Laura,22-07-2012,Seattle,1,1,f,Columbia City,2,2,t,f,Seattle,WA,98144,US,United States,t,House,2,1,1,2,Real Bed,730,90,550,2000,0,0,2,20,1,30,t,17,17,45,320,42373,15,27-07-2012,29-09-2015,95,10,10,10,10,8,10,f,0,WASHINGTON,f,flexible,f,f,2,0.36
8326413,0,70,2,Private room,2316284,Leah,07-05-2012,Seattle,0.89,1,f,0,1,1,t,t,Seattle,WA,98118,US,United States,f,House,2,1,1,1,Real Bed,0,70,0,0,0,0,1,0,1,1125,t,0,0,28,301,42373,9,25-09-2015,20-12-2015,96,10,10,10,10,9,10,f,0,WASHINGTON,f,moderate,f,f,1,2.65
4833820,Columbia City,175,4,Entire home/apt,2226123,Kim,26-04-2012,Seattle,0,0,f,Columbia City,1,1,t,t,Seattle,WA,98118,US,United States,t,House,4,1.5,2,2,Real Bed,0,175,1000,3000,1500,150,3,0,7,150,t,0,26,56,331,42373,0,00-01-1900,00-01-1900,0,0,0,0,0,0,0,f,0,WASHINGTON,f,strict,f,f,1,0
7480196,Columbia City,199,6,Entire home/apt,750650,Sandy,27-06-2011,Dallas,1,1,f,Columbia City,1,1,t,t,Seattle,WA,98118,US,United States,t,House,6,1,3,4,Real Bed,0,199,0,0,250,106,4,20,2,180,t,9,26,46,111,42373,7,03-08-2015,09-11-2015,94,9,10,9,9,9,9,f,0,WASHINGTON,f,strict,f,f,1,1.35
8774504,Columbia City,109,8,Entire home/apt,31664755,Natalie,21-04-2015,Seattle,1,1,f,Columbia City,1,1,t,f,Seattle,WA,98118,US,United States,t,House,8,2,3,5,Real Bed,0,109,0,0,0,60,4,25,1,1125,t,13,43,69,344,42373,4,29-11-2015,30-12-2015,100,10,10,10,10,10,10,f,0,WASHINGTON,t,strict,f,f,1,3.24
8627921,Columbia City,70,4,Entire home/apt,34946797,Linda,03-06-2015,Seattle,1,1,f,Columbia City,1,1,t,f,Seattle,WA,98118,US,United States,t,House,4,1,1,2,Real Bed,0,70,400,1450,0,0,2,10,2,1125,t,21,48,78,353,42373,13,11-10-2015,24-12-2015,98,10,10,10,10,10,10,f,0,WASHINGTON,t,flexible,f,f,1,4.53
788146,Columbia City,58,2,Private room,4154214,Sedora,14-11-2012,Seattle,0,0,f,Columbia City,1,1,t,f,Seattle,WA,98118,US,United States,t,House,2,1.5,1,1,Real Bed,0,58,370,1200,0,20,1,25,3,180,t,30,60,90,365,42373,24,11-12-2012,25-10-2014,97,10,10,10,10,9,10,f,0,WASHINGTON,f,strict,f,f,1,0.64
9217446,Columbia City,35,2,Private room,47593725,Kelly,27-10-2015,Seattle,0.7,1,f,Columbia City,2,2,t,t,Seattle,WA,98118,US,United States,t,House,2,1,1,1,Pull-out Sofa,0,35,0,0,95,15,1,15,1,4,t,5,30,59,59,42373,4,10-11-2015,18-12-2015,100,10,10,10,10,10,10,f,0,WASHINGTON,f,flexible,f,f,2,2.14
2016613,Columbia City,300,8,Entire home/apt,10371342,Rick,01-12-2013,Seattle,0.7,1,f,Columbia City,1,1,t,f,Seattle,WA,98118,US,United States,t,House,8,3,4,5,Real Bed,0,300,1950,0,250,0,8,25,3,31,t,23,53,83,340,42373,16,01-01-2014,01-12-2015,94,10,9,10,10,8,9,f,0,WASHINGTON,f,moderate,f,f,1,0.65
2695493,Columbia City,95,2,Entire home/apt,13796401,Barbara & Bill,01-04-2014,Seattle,1,1,t,Columbia City,1,1,t,f,Seattle,WA,98118,US,United States,t,House,2,1,1,1,Real Bed,0,95,650,1575,250,60,1,0,3,1125,t,0,0,1,248,42373,18,15-07-2014,01-11-2015,98,10,10,10,10,10,10,f,0,WASHINGTON,f,strict,f,f,1,1
9063355,Columbia City,50,1,Private room,8575503,Diana,02-09-2013,Seattle,1,0,f,Columbia City,1,1,t,f,Seattle,WA,98118,US,United States,t,House,1,1,1,1,Futon,0,50,0,0,0,0,1,0,1,3,t,30,60,89,89,42373,0,00-01-1900,00-01-1900,0,0,0,0,0,0,0,f,0,WASHINGTON,f,flexible,f,f,1,0
7922663,Mount Baker,49,2,Private room,41775435,Mehrit,18-08-2015,Seattle,1,1,f,Mount Baker,3,3,t,t,Seattle,WA,98144,US,United States,t,House,2,1,1,1,Real Bed,0,49,0,0,0,0,1,25,2,15,t,30,60,89,89,42373,1,31-12-2015,31-12-2015,100,10,10,10,10,8,10,f,0,WASHINGTON,f,moderate,f,f,3,1
9415562,0,55,1,Private room,37052599,Laurel,29-06-2015,Seattle,0,0,f,0,1,1,t,f,Seattle,WA,98144,US,United States,f,House,1,1,1,1,Real Bed,0,55,300,0,100,15,1,20,1,1125,t,30,60,90,365,42373,0,00-01-1900,00-01-1900,0,0,0,0,0,0,0,f,0,WASHINGTON,f,flexible,f,f,1,0
9075656,Mount Baker,49,2,Private room,47332984,Keith,24-10-2015,Seattle,1,1,f,Mount Baker,1,1,t,t,Seattle,WA,98144,US,United States,t,House,2,1,1,1,Real Bed,0,49,0,0,0,0,1,7,1,1125,t,20,50,80,355,42373,10,01-11-2015,02-01-2016,100,10,10,10,10,10,10,f,0,WASHINGTON,f,moderate,f,f,1,4.62
9710851,Mount Baker,40,2,Private room,50133022,Valentina,29-11-2015,Seattle,1,0,f,Mount Baker,1,1,t,t,Seattle,WA,98144,US,United States,t,House,2,0,1,2,Real Bed,0,40,0,0,0,10,1,5,1,1125,t,0,0,28,303,42373,0,00-01-1900,00-01-1900,0,0,0,0,0,0,0,f,0,WASHINGTON,t,flexible,f,f,1,0
1983713,Leschi,95,4,Entire home/apt,10235544,Skip (Aka Scott),24-11-2013,Seattle,1,1,f,Leschi,1,1,t,t,Seattle,WA,98144,US,United States,t,House,4,1,1,1,Real Bed,0,95,650,2600,300,75,2,25,3,1125,t,25,55,85,360,42373,13,21-04-2014,28-12-2015,97,10,10,10,10,10,10,f,0,WASHINGTON,f,strict,f,f,1,0.63
7363727,Mount Baker,70,2,Private room,11604512,Helen,15-07-2015,Seattle,1,1,t,Mount Baker,1,1,t,t,Seattle,WA,98144,US,United States,t,House,2,1,1,1,Real Bed,0,70,400,0,0,25,1,0,1,30,t,17,47,77,352,42373,26,09-08-2015,28-12-2015,98,10,10,10,10,10,10,f,0,WASHINGTON,f,moderate,f,f,1,5.23
10022421,Columbia City,74,2,Private room,51461746,Kristin,15-12-2015,Seattle,0,0,f,Columbia City,1,1,t,f,Seattle,WA,98144,US,United States,t,House,2,1,1,1,Real Bed,0,74,0,0,150,50,1,0,1,60,t,30,60,89,89,42373,0,00-01-1900,00-01-1900,0,0,0,0,0,0,0,f,0,WASHINGTON,f,flexible,f,f,1,0
6274351,Mount Baker,90,1,Private room,32609589,Michelle,04-05-2015,US,1,1,f,Mount Baker,1,1,t,f,Seattle,WA,98144,US,United States,t,House,1,1,1,1,Real Bed,0,90,500,1280,0,0,1,0,1,1125,t,29,59,89,364,42373,7,07-06-2015,13-10-2015,100,10,10,10,10,10,10,f,0,WASHINGTON,f,flexible,f,f,1,0.99
777159,Mount Baker,150,7,Entire home/apt,278781,Derrick,04-11-2010,Seattle,0,0,t,Mount Baker,1,1,t,t,Seattle,WA,98144,US,United States,t,House,7,3,3,3,Real Bed,0,150,0,0,250,120,1,50,1,7,t,0,0,0,0,42373,19,06-08-2013,30-08-2015,93,9,9,10,10,9,9,f,0,WASHINGTON,f,moderate,f,f,1,0.65
3922845,0,175,4,Entire home/apt,1731613,Russ,10-02-2012,Seattle,1,0,f,0,1,1,t,t,Seattle,WA,98144,US,United States,t,House,4,1.5,4,3,Real Bed,0,175,1000,0,0,0,1,0,3,14,t,0,0,0,247,42373,0,00-01-1900,00-01-1900,0,0,0,0,0,0,0,f,0,WASHINGTON,f,strict,f,f,1,0
674113,Mount Baker,42,1,Private room,3401993,Beth,28-08-2012,Seattle,0.9,1,f,Mount Baker,3,3,t,t,Seattle,WA,98118,US,United States,t,House,1,1,1,1,Real Bed,0,42,250,0,0,0,1,35,1,20,t,0,0,0,275,42373,190,20-10-2013,01-12-2015,96,10,10,10,10,9,10,f,0,WASHINGTON,t,moderate,f,f,3,7.06
8053128,Leschi,59,2,Private room,30421068,Alan,01-04-2015,Seattle,0.9,1,t,Leschi,3,3,t,f,Seattle,WA,98144,US,United States,t,House,2,1.5,1,1,Real Bed,0,59,400,0,150,12,1,25,1,1125,t,30,60,90,195,42373,3,26-09-2015,22-11-2015,100,10,9,10,10,10,10,f,0,WASHINGTON,f,strict,f,f,3,0.89
7534300,Leschi,125,3,Private room,39472125,Rick,24-07-2015,US,0.5,0,f,Leschi,1,1,t,t,Seattle,WA,98144,US,United States,t,Bed & Breakfast,3,2,1,2,Real Bed,0,125,827,0,750,35,2,50,1,1125,t,30,60,90,365,42373,6,01-08-2015,31-08-2015,100,10,10,10,10,10,10,f,0,WASHINGTON,f,strict,f,f,1,1.15
1009838,Columbia City,85,3,Private room,923095,Denise,04-08-2011,Seattle,1,1,f,Columbia City,2,2,t,t,Seattle,WA,98118,US,United States,t,House,3,1,1,1,Real Bed,0,85,500,1600,100,50,1,15,2,14,t,20,50,80,355,42373,56,17-06-2013,21-09-2015,90,9,9,10,10,9,9,f,0,WASHINGTON,f,flexible,f,f,2,1.8
9823290,Mount Baker,80,2,Private room,50596206,Jeanine,05-12-2015,Seattle,1,1,f,Mount Baker,1,1,t,f,Seattle,WA,98144,US,United States,t,House,2,1,1,1,Real Bed,0,80,0,0,0,0,1,0,1,1125,t,29,59,89,364,42373,1,10-12-2015,10-12-2015,100,10,10,10,10,10,10,f,0,WASHINGTON,f,flexible,f,f,1,1
5194332,Mount Baker,125,3,Entire home/apt,26869259,Teresa,28-01-2015,Seattle,1,1,t,Mount Baker,1,1,t,t,Seattle,WA,98144,US,United States,t,Apartment,3,1,0,1,Real Bed,0,125,457,0,0,20,2,20,2,1125,t,0,0,0,142,42373,21,12-07-2015,27-11-2015,99,10,10,10,10,10,10,f,0,WASHINGTON,f,flexible,f,f,1,3.56
841274,Mount Baker,90,5,Entire home/apt,4133943,Jill,12-11-2012,Seattle,1,1,f,Mount Baker,1,1,t,t,Seattle,WA,98144,US,United States,t,Apartment,5,1,1,3,Real Bed,550,90,550,2000,0,60,2,15,3,45,t,28,28,28,275,42373,69,27-03-2013,29-12-2015,95,10,10,10,10,10,10,f,0,WASHINGTON,t,strict,f,t,1,2.04
8904748,Mount Baker,125,5,Entire home/apt,46577793,Katie,14-10-2015,US,1,1,f,Mount Baker,1,1,t,f,Seattle,WA,98144,US,United States,t,House,5,2,2,3,Real Bed,0,125,1200,4000,500,100,1,0,2,1125,t,23,48,78,180,42373,3,08-12-2015,29-12-2015,100,10,10,10,10,9,10,f,0,WASHINGTON,f,flexible,f,f,1,3
8734809,Mount Baker,70,4,Entire home/apt,10553813,Erin,10-12-2013,Seattle,1,1,f,Mount Baker,1,1,t,f,Seattle,WA,98118,US,United States,t,Apartment,4,1,1,2,Real Bed,0,70,490,1800,0,50,2,10,2,1125,t,2,28,58,128,42373,2,02-12-2015,12-12-2015,100,10,10,10,10,10,10,f,0,WASHINGTON,f,flexible,f,f,1,1.76
7562331,Mount Baker,95,4,Entire home/apt,1183674,Lisa,20-09-2011,Seattle,1,1,f,Mount Baker,1,1,t,t,Seattle,WA,98144,US,United States,t,Apartment,4,1,1,1,Real Bed,0,95,595,2100,0,75,2,10,2,1125,t,19,40,63,329,42373,0,00-01-1900,00-01-1900,0,0,0,0,0,0,0,f,0,WASHINGTON,f,moderate,f,f,1,0
4461706,Mount Baker,99,2,Entire home/apt,19862778,Thomas,11-08-2014,Seattle,1,1,t,Mount Baker,2,2,t,t,Seattle,WA,98118,US,United States,t,Camper/RV,2,1,1,1,Real Bed,0,99,600,1800,300,30,1,0,2,7,t,0,3,31,306,42373,28,28-05-2015,09-11-2015,100,10,10,10,10,10,10,f,0,WASHINGTON,f,moderate,f,f,2,3.78
3890786,Mount Baker,155,6,Entire home/apt,19849450,Sunset,11-08-2014,Seattle,1,1,f,Mount Baker,2,2,t,t,Seattle,WA,98144,US,United States,t,Apartment,6,1,2,3,Real Bed,0,155,1050,0,500,125,2,50,2,1125,t,0,3,33,308,42373,2,31-10-2014,01-01-2015,100,9,9,10,10,9,10,f,0,WASHINGTON,t,strict,f,f,2,0.14
8474253,Mount Baker,80,2,Entire home/apt,9813203,Margaret,04-11-2013,Seattle,1,1,f,Mount Baker,2,2,t,f,Seattle,WA,98144,US,United States,t,House,2,1,1,1,Real Bed,0,80,0,0,200,61,2,0,2,15,t,11,11,11,11,42373,0,00-01-1900,00-01-1900,0,0,0,0,0,0,0,f,0,WASHINGTON,f,strict,f,f,2,0
5559063,International District,140,4,Entire home/apt,58235,Apryl,28-11-2009,Seattle,1,1,f,International District,2,2,t,t,Seattle,WA,98144,US,United States,t,House,4,1.5,2,2,Real Bed,0,140,800,0,0,80,2,0,2,1125,t,0,0,4,279,42373,2,03-05-2015,13-06-2015,80,8,10,10,10,9,8,f,0,WASHINGTON,f,flexible,f,f,2,0.24
4126284,Mount Baker,50,2,Private room,4631742,Natalie,08-01-2013,Seattle,1,1,f,Mount Baker,2,2,t,t,Seattle,WA,98118,US,United States,t,Apartment,2,1.5,1,1,Futon,0,50,325,1200,0,50,1,0,1,1125,t,15,45,75,350,42373,7,20-09-2014,11-10-2015,89,10,9,9,9,7,9,f,0,WASHINGTON,f,flexible,f,f,2,0.44
1209447,Mount Baker,139,6,Entire home/apt,5008607,Timothy,07-02-2013,Seattle,0,0,f,Mount Baker,1,1,t,f,Seattle,WA,98118,US,United States,t,House,6,2,3,3,Real Bed,0,139,875,0,100,60,2,17,2,1125,t,0,0,0,0,42373,7,05-08-2013,09-08-2015,89,10,9,10,10,9,10,f,0,WASHINGTON,f,strict,f,f,1,0.24
4364285,Mount Baker,126,5,Entire home/apt,4631742,Natalie,08-01-2013,Seattle,1,1,f,Mount Baker,2,2,t,t,Seattle,WA,98118,US,United States,t,House,5,1.5,2,2,Real Bed,0,126,800,2500,1000,100,2,15,3,1125,t,17,47,77,166,42373,7,29-11-2014,14-12-2015,94,9,9,9,10,9,10,f,0,WASHINGTON,t,moderate,f,f,2,0.52
6716874,Mount Baker,105,2,Entire home/apt,19862778,Thomas,11-08-2014,Seattle,1,1,t,Mount Baker,2,2,t,t,Seattle,WA,98118,US,United States,t,Apartment,2,1,1,1,Real Bed,0,105,700,2100,400,40,2,20,2,30,t,0,0,2,273,42373,20,22-06-2015,28-11-2015,96,10,10,10,10,10,10,f,0,WASHINGTON,f,strict,f,f,2,3.05
4659824,Mount Baker,150,6,Entire home/apt,2929444,Jennifer,13-07-2012,Seattle,1,0,f,Mount Baker,1,1,t,t,Seattle,WA,98144,US,United States,t,House,6,1,2,2,Real Bed,0,150,700,0,250,80,1,40,1,1125,t,29,59,89,364,42373,0,00-01-1900,00-01-1900,0,0,0,0,0,0,0,f,0,WASHINGTON,f,flexible,f,f,1,0
3677729,0,80,2,Private room,18681876,Margaret,22-07-2014,Seattle,1,1,t,0,1,1,t,t,Seattle,WA,98144,US,United States,t,House,2,1,1,1,Real Bed,0,80,525,1850,100,35,1,10,2,1125,t,3,33,63,335,42373,21,01-09-2014,18-10-2015,99,10,10,10,10,10,10,f,0,WASHINGTON,f,moderate,f,f,1,1.28
1097520,Mount Baker,92,2,Entire home/apt,6031552,Jeanie,21-04-2013,Seattle,1,1,f,Mount Baker,1,1,t,t,Seattle,WA,98118,US,United States,t,Apartment,2,1.5,1,1,Real Bed,435,92,585,1995,400,50,2,0,2,365,t,27,57,87,362,42373,90,19-05-2013,29-11-2015,96,10,10,10,10,9,10,f,0,WASHINGTON,f,strict,f,f,1,2.81
2898954,Mount Baker,69,2,Private room,8053792,Diane,09-08-2013,Seattle,1,1,t,Mount Baker,1,1,t,t,Seattle,WA,98144,US,United States,t,House,2,1,1,1,Pull-out Sofa,0,69,0,0,0,0,1,0,2,7,t,30,60,89,89,42373,18,30-08-2015,21-12-2015,98,10,10,10,10,10,10,f,0,WASHINGTON,f,flexible,f,f,1,4.22
826436,Mount Baker,75,2,Private room,3976886,Barbara,25-10-2012,Seattle,1,1,f,Mount Baker,2,2,t,t,Seattle,WA,98144,US,United States,t,Bed & Breakfast,2,1,1,1,Real Bed,0,75,450,0,250,35,1,15,2,90,t,29,59,88,88,42373,39,11-12-2012,26-09-2015,92,9,9,10,10,9,9,f,0,WASHINGTON,f,moderate,t,t,2,1.04
